cylinders,make,model,VClass,year,baseModel,atvType
8.0,Jaguar,Vanden Plas S/C,Sedan,2000,Vanden Plas,
6.0,Jaguar,S-type (X200) V6,Sedan,2000,S-type,
8.0,Jaguar,S-type (X200) V8,Sedan,2000,S-type,
8.0,Jaguar,XJ8L,Sedan,2000,XJ,
6.0,Lexus,GS 300/GS 400,Sedan,2000,GS,
8.0,Lexus,GS 300/GS 400,Sedan,2000,GS,
8.0,Lexus,LS 400,Sedan,2000,LS,
6.0,Lincoln,LS,Sedan,2000,LS,
8.0,Lincoln,LS,Sedan,2000,LS,
6.0,Mercury,Sable,Sedan,2000,Sable,
4.0,Mazda,626,Sedan,2000,626,
6.0,Mazda,626,Sedan,2000,626,
6.0,Mercedes-Benz,E320,Sedan,2000,E-Class,
6.0,Mercedes-Benz,E320 4Matic,Sedan,2000,E-Class,
8.0,Mercedes-Benz,E430,Sedan,2000,E-Class,
8.0,Mercedes-Benz,E430 4Matic,Sedan,2000,E-Class,
4.0,Hyundai,Sonata,Sedan,2000,Sonata,
6.0,Honda,Accord,Sedan,2000,Accord,
6.0,Buick,Century,Sedan,2000,Century,
6.0,Buick,Regal,Sedan,2000,Regal,
8.0,Cadillac,Eldorado,Sedan,2000,Eldorado,
8.0,Cadillac,Seville,Sedan,2000,Seville,
6.0,Chevrolet,Lumina/Monte Carlo,Sedan,2000,Lumina/Monte Carlo,
6.0,Chevrolet,Malibu,Sedan,2000,Malibu,
4.0,Chrysler,Cirrus,Sedan,2000,Cirrus,
4.0,Chevrolet,Malibu,Sedan,2000,Malibu,
6.0,Chrysler,Cirrus,Sedan,2000,Cirrus,
4.0,Honda,Accord,Sedan,2000,Accord,
6.0,Dodge,Stratus,Sedan,2000,Stratus,
6.0,Cadillac,Catera,Sedan,2000,Catera,
4.0,Dodge,Stratus,Sedan,2000,Stratus,
4.0,Daewoo,Leganza,Sedan,2000,Leganza,
6.0,Chevrolet,Impala Police,Sedan,2001,Impala,
4.0,Audi,A4 Avant quattro,Sedan,2001,A4,
,Ford,Ranger Pickup 2WD,Truck,2001,Ranger,EV
8.0,Ford,Crown Victoria Police,Sedan,2001,Crown Victoria,
6.0,Oldsmobile,Bravada AWD,Special Purpose Vehicle,2001,Bravada,
6.0,Audi,A4 Avant quattro,Sedan,2001,A4,
8.0,Chevrolet,Tahoe 1500 2WD,SUV,2001,Tahoe,
6.0,Mazda,B4000 2WD,Truck,2001,B Pickup,
4.0,Nissan,Frontier 2WD,Truck,2001,Frontier,
6.0,Nissan,Frontier V6 2WD,Truck,2001,Frontier,
4.0,Toyota,Tacoma 2WD,Truck,2001,Tacoma,
6.0,Toyota,Tacoma 2WD,Truck,2001,Tacoma,
6.0,Toyota,Tundra 2WD,Truck,2001,Tundra,
6.0,Chevrolet,Silverado 1500 4WD,Truck,2001,Silverado,
8.0,Chevrolet,Silverado 1500 4WD,Truck,2001,Silverado,
6.0,Chevrolet,S10 Pickup 4WD,Truck,2001,S10 Pickup,
6.0,Dodge,Dakota Pickup 4WD,Truck,2001,Dakota Pickup,
8.0,Dodge,Dakota Pickup 4WD,Truck,2001,Dakota Pickup,
8.0,Dodge,Ram 1500 Pickup 4WD,Truck,2001,Ram 1500 Pickup,
8.0,Toyota,Tundra 2WD,Truck,2001,Tundra,
6.0,Mazda,B3000,Truck,2001,B Pickup,
4.0,Mazda,B2500 2WD,Truck,2001,B Pickup,
6.0,Dodge,Ram 1500 Pickup 2WD,Truck,2001,Ram 1500 Pickup,
8.0,Dodge,Ram 1500 Pickup 2WD,Truck,2001,Ram 1500 Pickup,
6.0,Ford,Explorer Sport Trac 2WD,Truck,2001,Explorer,
6.0,Ford,F150 Pickup 2WD,Truck,2001,F150,
8.0,Ford,F150 Pickup 2WD,Truck,2001,F150,
4.0,Ford,Ranger Pickup 2WD,Truck,2001,Ranger,
6.0,Ford,Ranger Pickup 2WD,Truck,2001,Ranger,
6.0,GMC,Sierra 1500 2WD,Truck,2001,Sierra,
8.0,GMC,Sierra 1500 2WD,Truck,2001,Sierra,
4.0,Mazda,B2300 2WD,Truck,2001,B Pickup,
6.0,Ford,Explorer Sport Trac 4WD,Truck,2001,Explorer,
8.0,Toyota,Tundra 4WD,Truck,2001,Tundra,
6.0,Chevrolet,Astro 2WD (cargo),Van,2001,Astro Cargo,
6.0,Chevrolet,Astro AWD (cargo),Van,2001,Astro Cargo,
6.0,Chevrolet,Van 1500/2500 2WD,Van,2001,Van 1500/2500,
8.0,Chevrolet,Van 1500/2500 2WD,Van,2001,Van 1500/2500,
6.0,Dodge,Ram Van 1500 2WD,Van,2001,Ram Van 1500,
8.0,Dodge,Ram Van 1500 2WD,Van,2001,Ram Van 1500,
6.0,Dodge,Ram Van 2500 2WD,Van,2001,Ram Van 2500,
8.0,Dodge,Ram Van 2500 2WD,Van,2001,Ram Van 2500,
6.0,Ford,E150 Econoline 2WD,Van,2001,E150 Econoline,
6.0,Toyota,Tundra 4WD,Truck,2001,Tundra,
8.0,Ford,E150 Econoline 2WD,Van,2001,E150 Econoline,
6.0,Ford,E250 Econoline 2WD,Van,2001,E250 Econoline,
8.0,Ford,E250 Econoline 2WD,Van,2001,E250 Econoline,
6.0,GMC,Savana 1500/2500 2WD (cargo),Van,2001,Savana Cargo,
8.0,GMC,Savana 1500/2500 2WD (cargo),Van,2001,Savana Cargo,
6.0,GMC,Safari 2WD (cargo),Van,2001,Safari Cargo,
6.0,GMC,Safari AWD (cargo),Van,2001,Safari Cargo,
6.0,Chevrolet,Astro 2WD (passenger),Van,2001,Astro Passenger,
6.0,Chevrolet,Astro AWD (passenger),Van,2001,Astro Passenger,
6.0,Chevrolet,Express 1500/2500 2WD,Van,2001,Express Passenger,
8.0,Chevrolet,Express 1500/2500 2WD,Van,2001,Express Passenger,
6.0,Dodge,Ram Wagon 1500 2WD,Van,2001,Ram Wagon 1500,
6.0,Toyota,Tacoma 4WD,Truck,2001,Tacoma,
6.0,Ford,F150 Pickup 4WD,Truck,2001,F150,
8.0,Ford,F150 Pickup 4WD,Truck,2001,F150,
6.0,Ford,Ranger Pickup 4WD,Truck,2001,Ranger,
6.0,GMC,Sierra 1500 4WD,Truck,2001,Sierra,
8.0,GMC,Sierra 1500 4WD,Truck,2001,Sierra,
6.0,GMC,Sonoma 4WD,Truck,2001,Sonoma,
6.0,Isuzu,Hombre Pickup 4WD,Truck,2001,Hombre Pickup,
6.0,Mazda,B3000 4WD,Truck,2001,B Pickup,
6.0,Mazda,B4000 4WD,Truck,2001,B Pickup,
6.0,Nissan,Frontier V6 4WD,Truck,2001,Frontier,
4.0,Toyota,Tacoma 4WD,Truck,2001,Tacoma,
8.0,Dodge,Ram Wagon 1500 2WD,Van,2001,Ram Wagon 1500,
8.0,Dodge,Dakota Pickup 2WD,Truck,2001,Dakota Pickup,
4.0,Acura,Integra,Sedan,2001,Integra,
6.0,Porsche,911 Turbo,Sedan,2001,911,
6.0,Porsche,911 Carrera 2/4,Sedan,2001,911,
6.0,Mitsubishi,Eclipse Spyder,Sedan,2001,Eclipse,
4.0,Mitsubishi,Eclipse Spyder,Sedan,2001,Eclipse,
6.0,Saturn,LW300,Sedan,2001,LW,
8.0,Mercedes-Benz,CLK430 (Cabriolet),Sedan,2001,CLK-Class,
4.0,Saturn,LW200,Sedan,2001,LW,
6.0,Mercedes-Benz,CLK320 (Cabriolet),Sedan,2001,CLK-Class,
8.0,Jaguar,XK8 Convertible,Sedan,2001,XK8,
6.0,BMW,M3 Convertible,Sedan,2001,M,
6.0,BMW,330ci Convertible,Sedan,2001,3 Series,
6.0,BMW,325ci Convertible,Sedan,2001,3 Series,
4.0,Subaru,Legacy Wagon AWD,Sedan,2001,Legacy/Outback,
4.0,Audi,TT Coupe quattro,Sedan,2001,TT Coupe,
4.0,Audi,TT Coupe,Sedan,2001,TT Coupe,
4.0,Toyota,MR2,Two Seaters,2001,MR2,
6.0,Porsche,Boxster S,Two Seaters,2001,Boxster,
8.0,Jaguar,XKR Convertible,Sedan,2001,XKR,
8.0,Bentley,Azure,Sedan,2001,Azure,
4.0,Hyundai,Tiburon,Sedan,2001,Tiburon,
4.0,Honda,Prelude,Sedan,2001,Prelude,
4.0,Honda,Civic HX,Sedan,2001,Civic,
8.0,Ford,Mustang,Sedan,2001,Mustang,
6.0,Ford,Mustang,Sedan,2001,Mustang,
6.0,Saab,9-5 Wagon,Sedan,2001,9-5,
4.0,Ford,Escort ZX2,Sedan,2001,Escort,
12.0,Ferrari,456 MGT/MGA,Sedan,2001,456 MGT/MGA,
4.0,Chevrolet,Metro,Sedan,2001,Metro,
8.0,Chevrolet,Camaro,Sedan,2001,Camaro,
6.0,Chevrolet,Camaro,Sedan,2001,Camaro,
6.0,BMW,M3,Sedan,2001,M,
6.0,BMW,330ci,Sedan,2001,3 Series,
6.0,BMW,325ci,Sedan,2001,3 Series,
8.0,Bentley,Continental T,Sedan,2001,Continental,
8.0,Bentley,Continental SC,Sedan,2001,Continental,
6.0,Porsche,Boxster,Two Seaters,2001,Boxster,
6.0,Plymouth,Prowler,Two Seaters,2001,Prowler,
6.0,BMW,M Roadster,Two Seaters,2001,M,
6.0,BMW,M Coupe,Two Seaters,2001,M,
6.0,Volkswagen,Passat Wagon,Sedan,2001,Passat,
4.0,Audi,TT Roadster quattro,Two Seaters,2001,TT Roadster,
4.0,Audi,TT Roadster,Two Seaters,2001,TT Roadster,
6.0,Acura,NSX,Two Seaters,2001,NSX,
6.0,Volkswagen,Passat Wagon 4motion,Sedan,2001,Passat,
5.0,Volvo,V70 FWD,Sedan,2001,V70,
6.0,BMW,Z3 Coupe,Two Seaters,2001,Z3,
5.0,Volvo,V70 AWD,Sedan,2001,V70,
6.0,Chevrolet,S10 Pickup 2WD,Truck,2001,S10 Pickup,
6.0,GMC,Sonoma 2WD,Truck,2001,Sonoma,
6.0,Isuzu,Hombre Pickup 2WD,Truck,2001,Hombre Pickup,
6.0,Chevrolet,Silverado 1500 2WD,Truck,2001,Silverado,
8.0,Chevrolet,Silverado 1500 2WD,Truck,2001,Silverado,
4.0,Dodge,Dakota Pickup 2WD,Truck,2001,Dakota Pickup,
6.0,Dodge,Dakota Pickup 2WD,Truck,2001,Dakota Pickup,
6.0,BMW,Z3 Roadster,Two Seaters,2001,Z3,
6.0,Mercedes-Benz,SLK320,Two Seaters,2001,SLK-Class,
6.0,Subaru,Legacy Wagon AWD,Sedan,2001,Legacy/Outback,
4.0,Mercedes-Benz,SLK230 Kompressor,Two Seaters,2001,SLK-Class,
12.0,Mercedes-Benz,SL600,Two Seaters,2001,SL-Class,
8.0,Mercedes-Benz,SL500,Two Seaters,2001,SL-Class,
4.0,Mazda,MX-5 Miata,Two Seaters,2001,MX-5 Miata,
8.0,Lotus,Esprit V8,Two Seaters,2001,Esprit,
12.0,Lamborghini,DB132/144 Diablo,Two Seaters,2001,Diablo,
4.0,Volkswagen,Passat Wagon,Sedan,2001,Passat,
4.0,Honda,S2000,Two Seaters,2001,S2000,
3.0,Honda,Insight,Two Seaters,2001,Insight,Hybrid
12.0,Ferrari,550 Maranello/Barchetta,Two Seaters,2001,550 Maranello/Barchetta,
8.0,Ferrari,360 Modena/Spider,Two Seaters,2001,360 Modena/Spider,
10.0,Dodge,Viper Coupe,Two Seaters,2001,Viper,
10.0,Dodge,Viper Convertible,Two Seaters,2001,Viper,
8.0,Chevrolet,Corvette,Two Seaters,2001,Corvette,
8.0,BMW,Z8,Two Seaters,2001,Z8,
8.0,Dodge,Ram Wagon 2500 2WD,Van,2001,Ram Wagon 2500,
6.0,Ford,E150 Club Wagon,Van,2001,E150 Club Wagon,
6.0,Isuzu,Trooper 4WD,SUV,2001,Trooper,
6.0,Isuzu,Vehicross 4WD,SUV,2001,Vehicross,
6.0,Jeep,Cherokee 4WD,SUV,2001,Cherokee,
6.0,Jeep,Grand Cherokee 4WD,SUV,2001,Grand Cherokee,
8.0,Jeep,Grand Cherokee 4WD,SUV,2001,Grand Cherokee,
4.0,Jeep,Wrangler 4WD,SUV,2001,Wrangler,
6.0,Jeep,Wrangler 4WD,SUV,2001,Wrangler,
4.0,Kia,Sportage 4WD,SUV,2001,Sportage,
6.0,Isuzu,Rodeo Sport 4WD,SUV,2001,Rodeo,
8.0,Land Rover,Discovery Series II,SUV,2001,Discovery,
8.0,Land Rover,Range Rover,SUV,2001,Range Rover,
8.0,Lexus,LX 470,SUV,2001,LX,
8.0,Lincoln,Navigator 4WD,SUV,2001,Navigator,
4.0,Mazda,Tribute 4WD,SUV,2001,Tribute,
6.0,Mazda,Tribute 4WD,SUV,2001,Tribute,
6.0,Mercedes-Benz,ML320,SUV,2001,ML-Class,
8.0,Mercedes-Benz,ML430,SUV,2001,ML-Class,
8.0,Mercedes-Benz,ML55 AMG,SUV,2001,ML-Class,
6.0,Mercury,Mountaineer 4WD,SUV,2001,Mountaineer,
8.0,Mercury,Mountaineer 4WD,SUV,2001,Mountaineer,
6.0,Mitsubishi,Montero,SUV,2001,Montero,
6.0,Isuzu,Rodeo 4WD,SUV,2001,Rodeo,
6.0,Chevrolet,Tracker LT 4WD,SUV,2001,Tracker,
6.0,Chevrolet,Tracker ZR2 4WD,SUV,2001,Tracker,
4.0,Chevrolet,Tracker ZR2 4WD Convertible,SUV,2001,Tracker,
8.0,Dodge,Durango 4WD,SUV,2001,Durango,
4.0,Ford,Escape 4WD,SUV,2001,Escape,
6.0,Ford,Escape 4WD,SUV,2001,Escape,
8.0,Ford,Expedition 4WD,SUV,2001,Expedition,
6.0,Ford,Explorer 4WD,SUV,2001,Explorer,
8.0,Ford,Explorer 4WD,SUV,2001,Explorer,
6.0,Ford,Explorer Sport 4WD,SUV,2001,Explorer,
6.0,GMC,Jimmy 4WD,SUV,2001,Jimmy,
8.0,GMC,Yukon 1500 4WD,SUV,2001,Yukon,
8.0,GMC,Yukon XL 1500 4WD,SUV,2001,Yukon,
4.0,Honda,CR-V 4WD,SUV,2001,CR-V,
6.0,Honda,Passport 4WD,SUV,2001,Passport,
6.0,Hyundai,Santa Fe 4WD,SUV,2001,Santa Fe,
6.0,Infiniti,QX4 4WD,SUV,2001,QX4,
6.0,Ford,Explorer USPS 4WD,SUV,2001,Explorer,
4.0,Chevrolet,Tracker 4WD Hardtop,SUV,2001,Tracker,
6.0,Mitsubishi,Montero Sport 4WD,SUV,2001,Montero Sport,
6.0,Mitsubishi,Nativa 4WD (Puerto Rico Only),SUV,2001,Nativa,
8.0,Dodge,Ram Wagon 2500 2WD CNG,Van,2001,Ram Wagon 2500,CNG
6.0,Ford,Taurus Wagon FFV,Sedan,2001,Taurus,FFV
4.0,Chevrolet,S10 Pickup 2WD FFV,Truck,2001,S10 Pickup,FFV
4.0,GMC,Sonoma 2WD (FFV),Truck,2001,Sonoma,FFV
4.0,Isuzu,Hombre Pickup 2WD (FFV),Truck,2001,Hombre Pickup,FFV
6.0,Ford,Explorer USPS 4WD FFV,SUV,2001,Explorer,FFV
8.0,Ford,F150 Dual-fuel 2WD (CNG),Truck,2001,F150,Bifuel (CNG)
8.0,Ford,F150 Dual-fuel 4WD (CNG),Truck,2001,F150,Bifuel (CNG)
8.0,Ford,F150 Dual-fuel 2WD (LPG),Truck,2001,F150,Bifuel (LPG)
8.0,Ford,F150 Dual-fuel 4WD (LPG),Truck,2001,F150,Bifuel (LPG)
8.0,Ford,E250 CNG,Van,2001,E250 Van,CNG
6.0,Ford,Taurus FFV,Sedan,2001,Taurus,FFV
6.0,Mercury,Sable Wagon (FFV),Sedan,2001,Sable,FFV
6.0,Ford,Explorer USPS 2WD FFV,SUV,2001,Explorer,FFV
6.0,Ford,Explorer Sport 2WD FFV,SUV,2001,Explorer,FFV
6.0,Ford,Explorer Sport 4WD FFV,SUV,2001,Explorer,FFV
4.0,Honda,Civic CNG,Sedan,2001,Civic,CNG
6.0,Mazda,B3000 (FFV) Ethanol 2WD,Truck,2001,B Pickup,FFV
6.0,Ford,Ranger 2WD FFV,Truck,2001,Ranger,FFV
6.0,Chrysler,Town and Country/Voyager/Grand Voy. 2WD,Van,2001,Town and Country/Voyager/Grand Voyager,FFV
6.0,Dodge,Caravan/Grand Caravan 2WD,Van,2001,Caravan/Grand Caravan,FFV
,Toyota,RAV4 EV,SUV,2001,RAV4,EV
,Ford,Th!nk,Two Seaters,2001,Th!nk,EV
,Ford,Explorer USPS Electric,SUV,2001,Explorer,EV
,Nissan,Hyper-Mini,Two Seaters,2001,Hyper-Mini,EV
6.0,Mercury,Sable (FFV),Sedan,2001,Sable,FFV
8.0,Dodge,Ram Van 2500 2WD CNG,Van,2001,Ram Van 2500,CNG
8.0,Ford,Crown Victoria CNG,Sedan,2001,Crown Victoria,CNG
6.0,Nissan,Pathfinder 4WD,SUV,2001,Pathfinder,
6.0,Nissan,Xterra V6 4WD,SUV,2001,Xterra,
6.0,Oldsmobile,Bravada AWD,SUV,2001,Bravada,
6.0,Pontiac,Aztek AWD,SUV,2001,Aztek,
4.0,Subaru,Forester AWD,SUV,2001,Forester,
6.0,Suzuki,Grand Vitara 4WD,SUV,2001,Grand Vitara,
6.0,Suzuki,Grand Vitara XL7 4WD,SUV,2001,Grand Vitara,
4.0,Suzuki,Vitara 2Door 4WD,SUV,2001,Vitara,
8.0,Ford,F150 CNG,Truck,2001,F150,CNG
4.0,Suzuki,Vitara 4Door 4WD,SUV,2001,Vitara,
6.0,Toyota,4Runner 4WD,SUV,2001,4Runner,
4.0,Toyota,Highlander 4WD,SUV,2001,Highlander,
6.0,Toyota,Highlander 4WD,SUV,2001,Highlander,
8.0,Toyota,Land Cruiser Wagon 4WD,SUV,2001,Land Cruiser,
4.0,Toyota,RAV4 4WD,SUV,2001,RAV4,
8.0,Toyota,Sequoia 4WD,SUV,2001,Sequoia,
5.0,Volvo,V70 XC AWD,SUV,2001,V70 XC,
4.0,Chevrolet,Cavalier (Bi-fuel CNG),Sedan,2001,Cavalier,Bifuel (CNG)
4.0,Toyota,Camry CNG,Sedan,2001,Camry,CNG
4.0,Chevrolet,Tracker 4WD Convertible,SUV,2001,Tracker,
4.0,Chevrolet,Tracker 2WD Convertible,SUV,2001,Tracker,
4.0,Chevrolet,Tracker 2WD Hardtop,SUV,2001,Tracker,
6.0,Chevrolet,Tracker LT 2WD,SUV,2001,Tracker,
4.0,Chrysler,PT Cruiser,SUV,2001,PT Cruiser,
8.0,Dodge,Durango 2WD,SUV,2001,Durango,
4.0,Ford,Escape 2WD,SUV,2001,Escape,
6.0,Ford,Escape 2WD,SUV,2001,Escape,
8.0,Ford,Expedition 2WD,SUV,2001,Expedition,
8.0,Chevrolet,Suburban 1500 2WD,SUV,2001,Suburban,
8.0,Ford,Explorer 2WD,SUV,2001,Explorer,
6.0,Ford,Explorer Sport 2WD,SUV,2001,Explorer,
6.0,Ford,Explorer USPS 2WD,SUV,2001,Explorer,
8.0,GMC,Yukon 1500 2WD,SUV,2001,Yukon,
8.0,GMC,Yukon XL 1500 2WD,SUV,2001,Yukon,
6.0,GMC,Jimmy 2WD,SUV,2001,Jimmy,
4.0,Honda,CR-V 2WD,SUV,2001,CR-V,
6.0,Honda,Passport 2WD,SUV,2001,Passport,
4.0,Hyundai,Santa Fe 2WD,SUV,2001,Santa Fe,
6.0,Ford,Explorer 2WD,SUV,2001,Explorer,
6.0,Chevrolet,Blazer 2WD,SUV,2001,Blazer,
6.0,Dodge,Caravan/Grand Caravan AWD,Van,2001,Caravan/Grand Caravan,
8.0,Ford,E150 Club Wagon,Van,2001,E150 Club Wagon,
6.0,GMC,Savana 1500/2500  2WD (Passenger),Van,2001,Savana Passenger,
8.0,GMC,Savana 1500/2500  2WD (Passenger),Van,2001,Savana Passenger,
6.0,GMC,Safari 2WD (Passenger),Van,2001,Safari Passenger,
6.0,GMC,Safari AWD (Passenger),Van,2001,Safari Passenger,
6.0,Volkswagen,Eurovan Camper,Van,2001,Eurovan,
6.0,Chevrolet,Venture FWD,Van,2001,Venture,
4.0,Chrysler,Town and Country/Voyager/Grand Voy. 2WD,Van,2001,Town and Country/Voyager/Grand Voyager,
6.0,Chrysler,Town and Country/Voyager/Grand Voy. 2WD,Van,2001,Town and Country/Voyager/Grand Voyager,
4.0,Dodge,Caravan/Grand Caravan 2WD,Van,2001,Caravan/Grand Caravan,
6.0,Dodge,Caravan/Grand Caravan 2WD,Van,2001,Caravan/Grand Caravan,
6.0,Ford,Windstar FWD Van,Van,2001,Windstar,
6.0,Ford,Windstar FWD Wagon,Van,2001,Windstar,
6.0,Honda,Odyssey,Van,2001,Odyssey,
6.0,Mazda,MPV,Van,2001,MPV,
6.0,Mercury,Villager FWD Wagon,Van,2001,Villager,
6.0,Nissan,Quest,Van,2001,Quest,
6.0,Oldsmobile,Silhouette 2WD,Van,2001,Silhouette,
6.0,Pontiac,Montana FWD,Van,2001,Montana,
6.0,Toyota,Sienna 2WD,Van,2001,Sienna,
6.0,Volkswagen,Eurovan,Van,2001,Eurovan,
6.0,Chrysler,Town and Country/Voyager/Grand Voy. AWD,Van,2001,Town and Country/Voyager/Grand Voyager,
6.0,Hyundai,Santa Fe 2WD,SUV,2001,Santa Fe,
6.0,Infiniti,QX4 2WD,SUV,2001,QX4,
4.0,Isuzu,Rodeo 2WD,SUV,2001,Rodeo,
6.0,Suzuki,Grand Vitara,SUV,2001,Grand Vitara,
6.0,Suzuki,Grand Vitara XL7,SUV,2001,Grand Vitara,
4.0,Suzuki,Vitara 2Door,SUV,2001,Vitara,
4.0,Suzuki,Vitara 4Door,SUV,2001,Vitara,
6.0,Toyota,4Runner 2WD,SUV,2001,4Runner,
4.0,Toyota,Highlander 2WD,SUV,2001,Highlander,
6.0,Toyota,Highlander 2WD,SUV,2001,Highlander,
4.0,Toyota,RAV4 2WD,SUV,2001,RAV4,
6.0,Acura,MDX,SUV,2001,MDX,
6.0,Audi,Allroad,SUV,2001,Allroad,
6.0,BMW,X5,SUV,2001,X5,
8.0,BMW,X5,SUV,2001,X5,
6.0,Chevrolet,Blazer 4WD,SUV,2001,Blazer,
8.0,Chevrolet,Suburban 1500 4WD,SUV,2001,Suburban,
8.0,Chevrolet,Tahoe 1500 4WD,SUV,2001,Tahoe,
8.0,Toyota,Sequoia 2WD,SUV,2001,Sequoia,
6.0,Pontiac,Aztek FWD,SUV,2001,Aztek,
6.0,Nissan,Xterra V6 2WD,SUV,2001,Xterra,
6.0,Isuzu,Rodeo 2WD,SUV,2001,Rodeo,
4.0,Isuzu,Rodeo Sport 2WD,SUV,2001,Rodeo,
6.0,Isuzu,Rodeo Sport 2WD,SUV,2001,Rodeo,
6.0,Isuzu,Trooper 2WD,SUV,2001,Trooper,
6.0,Jeep,Cherokee 2WD,SUV,2001,Cherokee,
6.0,Jeep,Grand Cherokee 2WD,SUV,2001,Grand Cherokee,
8.0,Jeep,Grand Cherokee 2WD,SUV,2001,Grand Cherokee,
4.0,Kia,Sportage 2WD,SUV,2001,Sportage,
8.0,Lincoln,Navigator 2WD,SUV,2001,Navigator,
4.0,Mazda,Tribute 2WD,SUV,2001,Tribute,
6.0,Mazda,Tribute 2WD,SUV,2001,Tribute,
6.0,Mercury,Mountaineer 2WD,SUV,2001,Mountaineer,
8.0,Mercury,Mountaineer 2WD,SUV,2001,Mountaineer,
6.0,Mitsubishi,Montero Sport 2WD,SUV,2001,Montero Sport,
4.0,Mitsubishi,Nativa 2WD (Puerto Rico Only),SUV,2001,Nativa,
6.0,Mitsubishi,Nativa 2WD (Puerto Rico Only),SUV,2001,Nativa,
6.0,Nissan,Pathfinder 2WD,SUV,2001,Pathfinder,
4.0,Nissan,Xterra 2WD,SUV,2001,Xterra,
4.0,Saab,9-5 Wagon,Sedan,2001,9-5,
4.0,Kia,Rio,Sedan,2001,Rio,
6.0,Volkswagen,Jetta Wagon,Sedan,2001,Jetta,
4.0,Pontiac,Sunfire,Sedan,2001,Sunfire,
6.0,Pontiac,Grand Am,Sedan,2001,Grand Am,
4.0,Mitsubishi,Galant,Sedan,2001,Galant,
6.0,Mitsubishi,Galant,Sedan,2001,Galant,
4.0,Pontiac,Grand Am,Sedan,2001,Grand Am,
6.0,Nissan,Maxima,Sedan,2001,Maxima,
4.0,Plymouth,Neon,Sedan,2001,Neon,
6.0,Oldsmobile,Alero,Sedan,2001,Alero,
4.0,Oldsmobile,Alero,Sedan,2001,Alero,
4.0,Nissan,Sentra,Sedan,2001,Sentra,
6.0,BMW,525i Sport Wagon,Sedan,2001,5 Series,
6.0,Oldsmobile,Aurora,Sedan,2001,Aurora,
4.0,Saturn,SL,Sedan,2001,SL,
4.0,Toyota,Prius,Sedan,2001,Prius,Hybrid
4.0,Toyota,Echo,Sedan,2001,Echo,
4.0,Toyota,Corolla,Sedan,2001,Corolla,
6.0,Mercedes-Benz,E320,Sedan,2001,E-Class,
6.0,Toyota,Camry Solara,Sedan,2001,Camry,
6.0,Mercedes-Benz,E320 4Matic,Sedan,2001,E-Class,
8.0,Oldsmobile,Aurora,Sedan,2001,Aurora,
4.0,Toyota,Camry Solara,Sedan,2001,Camry,
8.0,Mercedes-Benz,E430,Sedan,2001,E-Class,
4.0,Subaru,Legacy AWD,Sedan,2001,Legacy/Outback,
8.0,Mercedes-Benz,E430 4Matic,Sedan,2001,E-Class,
8.0,Mercedes-Benz,E55 AMG,Sedan,2001,E-Class,
6.0,Mitsubishi,Diamante,Sedan,2001,Diamante,
4.0,Volkswagen,Jetta Wagon,Sedan,2001,Jetta,
6.0,Mazda,626,Sedan,2001,626,
6.0,Oldsmobile,Intrigue,Sedan,2001,Intrigue,
6.0,Mazda,Millenia,Sedan,2001,Millenia,
6.0,Mercury,Cougar,Sedan,2001,Cougar,
4.0,Saab,9-3,Sedan,2001,9-3,
4.0,Mercury,Cougar,Sedan,2001,Cougar,
6.0,Lexus,ES 300,Sedan,2001,ES,
4.0,Kia,Sephia/Spectra,Sedan,2001,Sephia/Spectra,
4.0,Ford,Focus Station Wagon,Sedan,2001,Focus,
4.0,Hyundai,Sonata,Sedan,2001,Sonata,
8.0,Jaguar,XJR,Sedan,2001,XJR,
6.0,BMW,325xi Sport Wagon,Sedan,2001,3 Series,
8.0,Jaguar,XJ8,Sedan,2001,XJ,
4.0,Saab,9-3 Viggen,Sedan,2001,9-3,
4.0,Infiniti,G20,Sedan,2001,G20,
4.0,Hyundai,Elantra,Sedan,2001,Elantra,
4.0,Hyundai,Accent/Brio,Sedan,2001,Accent/Brio,
4.0,Mazda,Protege/Protege MPS,Sedan,2001,Protege/Protege MPS,
4.0,Nissan,Altima,Sedan,2001,Altima,
4.0,Mitsubishi,Mirage,Sedan,2001,Mirage,
4.0,Volvo,V40,Sedan,2001,V40,
6.0,Audi,A6 Avant quattro,Sedan,2001,A6,
6.0,Pontiac,Grand Prix,Sedan,2001,Grand Prix,
12.0,Mercedes-Benz,CL600,Sedan,2001,CL-Class,
8.0,Mercedes-Benz,CL500,Sedan,2001,CL-Class,
6.0,Mercedes-Benz,C320,Sedan,2001,C-Class,
6.0,Mercedes-Benz,C240,Sedan,2001,C-Class,
12.0,Rolls-Royce,Silver Seraph,Sedan,2001,Silver Seraph,
8.0,Mercedes-Benz,CL55 AMG,Sedan,2001,CL-Class,
4.0,Volkswagen,Golf,Sedan,2001,Golf/GTI,
8.0,Jaguar,XK8,Sedan,2001,XK8,
8.0,Jaguar,Vanden Plas,Sedan,2001,Vanden Plas,
6.0,Chevrolet,Monte Carlo,Sedan,2001,Monte Carlo,
8.0,Jaguar,Vanden Plas S/C,Sedan,2001,Vanden Plas,
8.0,Jaguar,XJ8L,Sedan,2001,XJ,
6.0,Chevrolet,Malibu,Sedan,2001,Malibu,
6.0,Chevrolet,Lumina,Sedan,2001,Lumina,
8.0,Cadillac,Seville,Sedan,2001,Seville,
4.0,Kia,Optima,Sedan,2001,Optima,
